1440.0,       0.0,       0.0,       0.0  
    56.0,    -117.0,     -42.0,     -40.0  
    125.0,     -43.0,       0.0,     -54.0  
-114.0,       0.0,       0.0,      61.0  
-219.0,      89.0,       0.0,       0.0  
-462.0,    1604.0,       0.0,       0.0  
    99.0,       0.0,       0.0,     -53.0  
    14.0,    -218.0,     117.0,       8.0  
    31.0,    -481.0,    -257.0,     -17.0  
-491.0,     128.0,       0.0,       0.0  
-3084.0,    5123.0,    2735.0,    1647.0  
-1444.0,    2409.0,   -1286.0,    -771.0  
    103.0,     -60.0,       0.0,       0.0  
    -26.0,     -29.0,     -16.0,      14.0  
    284.0,       0.0,       0.0,    -151.0  
    226.0,     101.0,       0.0,       0.0  
    -41.0,     175.0,      76.0,      17.0  
    425.0,     212.0,    -133.0,     269.0  
1200.0,     598.0,     319.0,    -641.0  
    235.0,     334.0,       0.0,       0.0  
    266.0,     -78.0,       0.0,       0.0  
-460.0,    -435.0,    -232.0,     246.0  
    0.0,     131.0,       0.0,       0.0  
    -42.0,      20.0,       0.0,       0.0  
    -10.0,     233.0,       0.0,       0.0  
    78.0,     -18.0,       0.0,       0.0  
    45.0,     -22.0,       0.0,       0.0  
    89.0,     -16.0,      -9.0,     -48.0  
-349.0,     -62.0,       0.0,       0.0  
    -53.0,       0.0,       0.0,       0.0  
    -21.0,     -78.0,       0.0,       0.0  
    20.0,     -70.0,     -37.0,     -11.0  
    32.0,      15.0,      -8.0,      17.0  
    174.0,      84.0,      45.0,     -93.0  
    11.0,      56.0,       0.0,       0.0  
    -66.0,     -12.0,      -6.0,      35.0  
    47.0,       8.0,       4.0,     -25.0  
    46.0,      66.0,      35.0,     -25.0  
    -68.0,     -34.0,     -18.0,      36.0  
    76.0,      17.0,       9.0,     -41.0  
    84.0,     298.0,     159.0,     -45.0  
    -82.0,     292.0,     156.0,      44.0  
    -73.0,      17.0,       9.0,      39.0  
-439.0,       0.0,       0.0,       0.0  
    57.0,     -28.0,     -15.0,     -30.0  
    -40.0,      57.0,      30.0,      21.0  
    273.0,      80.0,      43.0,    -146.0  
-449.0,     430.0,       0.0,       0.0  
    -8.0,     -47.0,     -25.0,       4.0  
    6.0,      47.0,      25.0,      -3.0  
    -48.0,    -110.0,     -59.0,      26.0  
    51.0,     114.0,      61.0,     -27.0  
-133.0,       0.0,       0.0,      57.0  
    -18.0,    -436.0,    -233.0,       9.0  
    35.0,      -7.0,       0.0,       0.0  
    -53.0,      -9.0,      -5.0,      28.0  
    -50.0,     194.0,     103.0,      27.0  
    -13.0,      52.0,      28.0,       7.0  
    -91.0,     248.0,       0.0,       0.0  
    6.0,      49.0,      26.0,      -3.0  
    -6.0,     -47.0,     -25.0,       3.0  
    52.0,      23.0,      10.0,     -23.0  
-138.0,       0.0,       0.0,       0.0  
    54.0,       0.0,       0.0,     -29.0  
    -37.0,      35.0,      19.0,      20.0  
-145.0,      47.0,       0.0,       0.0  
    -10.0,      40.0,      21.0,       5.0  
    11.0,     -49.0,     -26.0,      -7.0  
-2150.0,       0.0,       0.0,     932.0  
    85.0,       0.0,       0.0,     -37.0  
    -86.0,     153.0,       0.0,       0.0  
    -51.0,       0.0,       0.0,      22.0  
    -11.0,    -268.0,    -116.0,       5.0  
    31.0,       6.0,       3.0,     -17.0  
    140.0,      27.0,      14.0,     -75.0  
    57.0,      11.0,       6.0,     -30.0  
    -14.0,     -39.0,       0.0,       0.0  
    -25.0,      22.0,       0.0,       0.0  
    42.0,     223.0,     119.0,     -22.0  
    -27.0,    -143.0,     -77.0,      14.0  
    9.0,      49.0,      26.0,      -5.0  
-1166.0,       0.0,       0.0,     505.0  
    117.0,       0.0,       0.0,     -63.0  
    0.0,      31.0,       0.0,       0.0  
    0.0,     -32.0,     -17.0,       0.0  
    50.0,       0.0,       0.0,     -27.0  
    30.0,      -3.0,      -2.0,     -16.0  
    8.0,     614.0,       0.0,       0.0  
-127.0,      21.0,       9.0,      55.0  
    -20.0,      34.0,       0.0,       0.0  
    22.0,     -87.0,       0.0,       0.0  
    -68.0,      39.0,       0.0,       0.0  
    3.0,      66.0,      29.0,      -1.0  
    490.0,       0.0,       0.0,    -213.0  
    -22.0,      93.0,      49.0,      12.0  
    -46.0,      14.0,       0.0,       0.0  
    25.0,     106.0,      57.0,     -13.0  
1485.0,       0.0,       0.0,       0.0  
    -7.0,     -32.0,     -17.0,       4.0  
    30.0,      -6.0,      -2.0,     -13.0  
    118.0,       0.0,       0.0,     -52.0  
    -28.0,      36.0,       0.0,       0.0  
    14.0,     -59.0,     -31.0,      -8.0  
-458.0,       0.0,       0.0,     198.0  
    0.0,     -45.0,     -20.0,       0.0  
-166.0,     269.0,       0.0,       0.0  
    -78.0,      45.0,       0.0,       0.0  
    -5.0,     328.0,       0.0,       0.0  
-1223.0,     -26.0,       0.0,       0.0  
-368.0,       0.0,       0.0,       0.0  
    -75.0,       0.0,       0.0,       0.0  
    -13.0,     -30.0,       0.0,       0.0  
    -74.0,       0.0,       0.0,      32.0  
-262.0,       0.0,       0.0,     114.0  
    202.0,       0.0,       0.0,     -87.0  
    -8.0,      35.0,      19.0,       5.0  
    -35.0,     -48.0,     -21.0,      15.0  
    12.0,      55.0,      29.0,      -6.0  
-598.0,       0.0,       0.0,       0.0  
    8.0,     -31.0,     -16.0,      -4.0  
    113.0,       0.0,       0.0,     -49.0  
    83.0,      15.0,       0.0,       0.0  
    0.0,    -114.0,     -49.0,       0.0  
    117.0,       0.0,       0.0,     -51.0  
    393.0,       3.0,       0.0,       0.0  
    18.0,     -29.0,     -13.0,      -8.0  
    8.0,      34.0,      18.0,      -4.0  
    89.0,       0.0,       0.0,       0.0  
    54.0,     -15.0,      -7.0,     -24.0  
    0.0,      35.0,       0.0,       0.0  
-154.0,     -30.0,     -13.0,      67.0  
    80.0,     -71.0,     -31.0,     -35.0  
    61.0,     -96.0,     -42.0,     -27.0  
    123.0,    -415.0,    -180.0,     -53.0  
    0.0,       0.0,       0.0,     -35.0  
    7.0,     -32.0,     -17.0,      -4.0  
    -89.0,       0.0,       0.0,      38.0  
    0.0,     -86.0,     -19.0,      -6.0  
-123.0,    -416.0,    -180.0,      53.0  
    -62.0,     -97.0,     -42.0,      27.0  
    -85.0,     -70.0,     -31.0,      37.0  
    163.0,     -12.0,      -5.0,     -72.0  
    -63.0,     -16.0,      -7.0,      28.0  
    -21.0,     -32.0,     -14.0,       9.0  
    5.0,    -173.0,     -75.0,      -2.0  
    74.0,       0.0,       0.0,     -32.0  
    83.0,       0.0,       0.0,       0.0  
-339.0,       0.0,       0.0,     147.0  
    67.0,     -91.0,     -39.0,     -29.0  
    30.0,     -18.0,      -8.0,     -13.0  
    0.0,    -114.0,     -50.0,       0.0  
    517.0,      16.0,       7.0,    -224.0  
    143.0,      -3.0,      -1.0,     -62.0  
    50.0,       0.0,       0.0,     -22.0  
    59.0,       0.0,       0.0,       0.0  
    370.0,      -8.0,       0.0,    -160.0  
    34.0,       0.0,       0.0,     -15.0  
    -37.0,      -7.0,      -3.0,      16.0  
    40.0,       0.0,       0.0,       0.0  
-184.0,      -3.0,      -1.0,      80.0  
    31.0,      -6.0,       0.0,     -13.0  
    -3.0,     -32.0,     -14.0,       1.0  
    -34.0,       0.0,       0.0,       0.0  
    126.0,     -63.0,     -27.0,     -55.0  
-126.0,     -63.0,     -27.0,      55.0 